【公 告】,#genre#
TVB星河,http://r.jdshipin.com/Voac4
凤凰中文,http://r.jdshipin.com/cCCzW
凤凰资讯,http://r.jdshipin.com/0Rp07
凤凰香港,http://r.jdshipin.com/yDoTN
凤凰电影,http://iot-mqqt.111yao.cn:8080/live/diyp_fhdy.m3u8
翡翠台,https://cdn6.163189.xyz/163189/fct4k
翡翠台,https://mytv.cdn.loc.cc/o12.php?id=fct
明珠台,https://mytv.cdn.loc.cc/o12.php?id=mzt
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
亚洲卫视,https://p2hs.vzan.com/slowlive/821481626725612419/live.m3u8
GOODTV,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch1-1.m3u8
GOODTV,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
GOOD2,http://live-350k.streamingfast.net/hls-live/goodtv/_definst_/liveevent/live-ch2-1.m3u8
GOOD2,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch2-2.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
番薯111,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
人间卫视,http://61.216.67.119:1935/bltvhd/bltv1/chunklist_w1266569526.m3u8
人间卫视,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
澳视澳门,http://r.jdshipin.com/n2YZI
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视澳门,https://cdn6.101.qzz.io/163189/asam
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门Macau,http://php.jdshipin.com/TVOD/iptv.php?id=as
C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/01.m3u8
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
Channel 5,http://cdn6.163189.xyz/163189/ch5
Channel 8,http://cdn6.163189.xyz/163189/ch8
Channel U,http://cdn6.163189.xyz/163189/chu
POPC,http://tl.061833.xyz/tl/popc
MoMoTV,rtmp://f13h.mine.nu/sat/tv761
DAZN1,rtmp://f13h.mine.nu/sat/tv731
DAZN2,rtmp://f13h.mine.nu/sat/tv741
功夫台,https://cdn6.101.qzz.io/163189/yzwx
东森超视,rtmp://f13h.mine.nu/sat/tv331
重温经典,http://8.138.7.223/tv/cwjd.php
八度空间,http://cdn6.163189.xyz/163189/8tv
唐人卫视,https://ntd02.akamaized.net/HD-NY/tracks-v3a1/mono.m3u8
唯心电视,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
中旺电视,http://38.64.72.148:80/hls/modn/list/4010/chunklist1.m3u8
生命电影,http://61.216.67.119:1935/lifetv/lifetv.stream/manifest.m3u8
耀才财经台,https://v3.mediacast.hk/webcast/bshdlive-pc/playlist.m3u8
香港卫视,https://stream1.freetv.fun/6130c4439e91813125415b749209467f8da4f3d09d09ac80d7848321fc5e709e.m3u8


港澳台2频_976381,#genre#
有线新闻Mttv,http://rihou.cc:555/tv/[Mt]有线新闻
无线新闻Mttv,http://rihou.cc:555/tv/[Mt]无线新闻
Now新闻Mttv,http://rihou.cc:555/tv/[Mt]Now新闻
无线翡翠Mttv,http://rihou.cc:555/tv/[Mt]无线翡翠
无线明珠Mttv,http://rihou.cc:555/tv/[Mt]无线明珠
有线赛讯Mttv,http://rihou.cc:555/tv/[Mt]有线赛讯
有线综合Mttv,http://rihou.cc:555/tv/[Mt]有线综合
Plus综合Mttv,http://rihou.cc:555/tv/[Mt]Plus综合
Now财经Mttv,http://rihou.cc:555/tv/[Mt]Now财经
Now直播Mttv,http://rihou.cc:555/tv/[Mt]Now直播
Now体育Mttv,http://rihou.cc:555/tv/[Mt]Now体育
VIUTV'壹Mttv,http://rihou.cc:555/tv/[Mt]VIUTV壹
VIUTV'贰Mttv,http://rihou.cc:555/tv/[Mt]VIUTV贰
VIUTV'粤Mttv,http://rihou.cc:555/tv/[Mt]VIUTV粤
VIUTV'英Mttv,http://rihou.cc:555/tv/[Mt]VIUTV英
RTHK-31Mttv,http://rihou.cc:555/tv/[Mt]RTHK-31

Plus综合SXtv,http://rihou.cc:555/tv/[SX]Plus综合
凤凰中文SXtv,http://rihou.cc:555/tv/[SX]凤凰中文
凤凰资讯SXtv,http://rihou.cc:555/tv/[SX]凤凰资讯
凤凰香港SXtv,http://rihou.cc:555/tv/[SX]凤凰香港
无线新闻SXtv,http://rihou.cc:555/tv/[SX]无线新闻
无线翡翠SXtv,http://rihou.cc:555/tv/[SX]无线翡翠
无线明珠SXtv,http://rihou.cc:555/tv/[SX]无线明珠
无线千禧SXtv,http://rihou.cc:555/tv/[SX]无线千禧
RTHK-31SXtv,http://rihou.cc:555/tv/[SX]RTHK-31
RTHK-32SXtv,http://rihou.cc:555/tv/[SX]RTHK-32
VIUTV'粤SXtv,http://rihou.cc:555/tv/[SX]VIUTV粤
VIUTV'英SXtv,http://rihou.cc:555/tv/[SX]VIUTV英
tvbS新闻SXtv,http://rihou.cc:555/tv/[SX]tvbS新闻
AstroaodSXtv,http://rihou.cc:555/tv/[SX]Astroaod
AstroAecSXtv,http://rihou.cc:555/tv/[SX]AstroAec
Astro_QJSXtv,http://rihou.cc:555/tv/[SX]Astro_QJ
Astro爱奇sxtv,http://rihou.cc:555/tv/[SX]Astro爱奇
Astro欢喜sxtv,http://rihou.cc:555/tv/[SX]Astro欢喜
八度空间SXtv,http://rihou.cc:555/tv/[SX]八度空间

澳视澳门FYtv,http://iptv.4666888.xyz/iptv2A.php?id=41
广东珠江FYtv,http://iptv.4666888.xyz/iptv2A.php?id=19
广东体育FYtv,http://iptv.4666888.xyz/iptv2A.php?id=20
凤凰中文FYtv,http://iptv.4666888.xyz/iptv2A.php?id=27
有线新闻FYtv,http://iptv.4666888.xyz/iptv2A.php?id=31
无线翡翠FYtv,http://iptv.4666888.xyz/iptv2A.php?id=34
无线华丽FYtv,http://iptv.4666888.xyz/iptv2A.php?id=28
无线明珠FYtv,http://iptv.4666888.xyz/iptv2A.php?id=29
无线娱乐FYtv,http://iptv.4666888.xyz/iptv2A.php?id=36
无线千禧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=22
无线1_美FYtv,http://iptv.4666888.xyz/iptv2A.php?id=25
无线J1美FYtv,http://iptv.4666888.xyz/iptv2A.php?id=26
无线翡剧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=33
有线综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=35
美亚电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=30
RTHK-31FYtv,http://iptv.4666888.xyz/iptv2A.php?id=23
tvbs新闻FYtv,http://iptv.4666888.xyz/iptv2A.php?id=43
纬来电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=40
龙华电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=45
东森电影FYtv,http://iptv.4666888.xyz/iptv2A.php?id=48
民视闽南FYtv,http://iptv.4666888.xyz/iptv2A.php?id=55
民视影剧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=53
民视综艺FYtv,http://iptv.4666888.xyz/iptv2A.php?id=46
中视经典FYtv,http://iptv.4666888.xyz/iptv2A.php?id=54
非凡商业FYtv,http://iptv.4666888.xyz/iptv2A.php?id=44
华艺中文FYtv,http://iptv.4666888.xyz/iptv2A.php?id=37
博运动壹FYtv,http://iptv.4666888.xyz/iptv2A.php?id=6
八度空间FYtv,http://iptv.4666888.xyz/iptv2A.php?id=52
爱奇艺综FYtv,http://iptv.4666888.xyz/iptv2A.php?id=21
JET-综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=51
ELta综合FYtv,http://iptv.4666888.xyz/iptv2A.php?id=49
rock娱乐FYtv,http://iptv.4666888.xyz/iptv2A.php?id=50
EYE-戏剧FYtv,http://iptv.4666888.xyz/iptv2A.php?id=56
wwe格斗FYtv,http://iptv.4666888.xyz/iptv2A.php?id=5
SPOTV-1FYtv,http://iptv.4666888.xyz/iptv2A.php?id=2
SPOTV-2FYtv,http://iptv.4666888.xyz/iptv2A.php?id=1
Football-FYtv,http://iptv.4666888.xyz/iptv2A.php?id=4
Sports-3'FYtv,http://iptv.4666888.xyz/iptv2A.php?id=3


今日新闻4Gtv,http://220.135.64.124:5050/nnews-zh/index.m3u8?proxy=true
中天新闻4Gtv,http://220.135.64.124:5050/of-4gtv-4gtv009/index.m3u8?proxy=true
寰宇新闻4Gtv,http://220.135.64.124:5050/litv-longturn14/index.m3u8?proxy=true
东森新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv152/index.m3u8?proxy=true
tvbs新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv072/index.m3u8?proxy=true
三立新闻4Gtv,http://220.135.64.124:5050/4gtv-live089/index.m3u8?proxy=true
三立新闻4Gtv,http://220.135.64.124:5050/iNEWS/index.m3u8?proxy=true
非凡新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv010/index.m3u8?proxy=true
闽镜新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv075/index.m3u8?proxy=true
民视新闻4Gtv,http://220.135.64.124:5050/litv-ftv13/index.m3u8?proxy=true
中视新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv074/index.m3u8?proxy=true
华视新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv052/index.m3u8?proxy=true
台视新闻4Gtv,http://220.135.64.124:5050/4gtv-4gtv051/index.m3u8?proxy=true
民视闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv002/index.m3u8?proxy=true
民视闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv155/index.m3u8?proxy=true
民视闽南4Gtv,http://220.135.64.124:5050/4gtv-live050/index.m3u8?proxy=true
中视闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv040/index.m3u8?proxy=true
华视闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv041/index.m3u8?proxy=true
台视闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv066/index.m3u8?proxy=true
寰宇闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv156/index.m3u8?proxy=true
tvbs闽南4Gtv,http://220.135.64.124:5050/4gtv-4gtv073/index.m3u8?proxy=true
民视台湾4Gtv,http://220.135.64.124:5050/4gtv-4gtv001/index.m3u8?proxy=true
民视第一4Gtv,http://220.135.64.124:5050/4gtv-4gtv003/index.m3u8?proxy=true
民视旅游4Gtv,http://220.135.64.124:5050/litv-ftv07/index.m3u8?proxy=true
民视影剧4Gtv,http://220.135.64.124:5050/litv-ftv09/index.m3u8?proxy=true
民视综艺4Gtv,http://220.135.64.124:5050/4gtv-4gtv004/index.m3u8?proxy=true
中视菁采4Gtv,http://220.135.64.124:5050/4gtv-4gtv064/index.m3u8?proxy=true
中视经典4Gtv,http://220.135.64.124:5050/4gtv-4gtv080/index.m3u8?proxy=true
台视财经4Gtv,http://220.135.64.124:5050/4gtv-4gtv056/index.m3u8?proxy=true
公视戏剧4Gtv,http://220.135.64.124:5050/4gtv-4gtv042/index.m3u8?proxy=true
闽南戏剧4Gtv,http://220.135.64.124:5050/litv-longturn22/index.m3u8?proxy=true
国际财经4Gtv,http://220.135.64.124:5050/4gtv-4gtv104/index.m3u8?proxy=true
全球财经4Gtv,http://220.135.64.124:5050/4gtv-live060/index.m3u8?proxy=true
东森财经4Gtv,http://220.135.64.124:5050/4gtv-4gtv153/index.m3u8?proxy=true
寰宇财经4Gtv,http://220.135.64.124:5050/4gtv-4gtv158/index.m3u8?proxy=true
cnbc财经4Gtv,http://220.135.64.124:5050/4gtv-live130/index.m3u8?proxy=true
tvbs精采4Gtv,http://220.135.64.124:5050/4gtv-4gtv067/index.m3u8?proxy=true
tvbs欢乐4Gtv,http://220.135.64.124:5050/4gtv-4gtv068/index.m3u8?proxy=true
tvbs综艺4Gtv,http://220.135.64.124:5050/4gtv-live087/index.m3u8?proxy=true
tvbs台剧4Gtv,http://220.135.64.124:5050/4gtv-live088/index.m3u8?proxy=true
八大精彩4Gtv,http://220.135.64.124:5050/4gtv-4gtv034/index.m3u8?proxy=true
八大综艺4Gtv,http://220.135.64.124:5050/4gtv-4gtv039/index.m3u8?proxy=true
三立综合4Gtv,http://220.135.64.124:5050/4gtv-live207/index.m3u8?proxy=true
爱达娱乐4Gtv,http://220.135.64.124:5050/4gtv-4gtv070/index.m3u8?proxy=true
靖洋戏剧4Gtv,http://220.135.64.124:5050/4gtv-4gtv045/index.m3u8?proxy=true
靖洋卡通4Gtv,http://220.135.64.124:5050/4gtv-4gtv057/index.m3u8?proxy=true
靖天卡通4Gtv,http://220.135.64.124:5050/4gtv-4gtv044/index.m3u8?proxy=true
靖天综合4Gtv,http://220.135.64.124:5050/4gtv-4gtv046/index.m3u8?proxy=true
靖天日本4Gtv,http://220.135.64.124:5050/4gtv-4gtv047/index.m3u8?proxy=true


港澳台3频_297137,#genre#

C+频道,https://t.freetv.fun/live/icc-plus.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/c-plus.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/xiang-gang-c-plus.m3u8
C+频道,https://t.freetv.fun/live/viju-plus-megahit-1.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/fifa-plus-united-states.m3u8
C+频道[地区限制],https://t.freetv.fun/live/fifa-plus-women.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/society-plus.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/fifa-plus-portuguese.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-hudson-valley.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-new-york.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-new-jersey.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-long-island.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/news12-plus-connecticut.m3u8
C+频道,https://t.freetv.fun/live/illiuzion-plus-3.m3u8
C+频道,https://t.freetv.fun/live/illiuzion-plus-4.m3u8
C+频道,https://t.freetv.fun/live/walla-plus-vvalh-hdshvt.m3u8
C+频道[地理封锁],rtmp://vkvsd21.okcdn.ru/playback/9707377929063?stkn=DFG1rqI3FgXeZ_htnEwsbN6VQTD1f94i2q76f9zRxAS8Cfi2DmoeIt6qPK7S1qCXEQaRA_Cy79E&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1
C+频道,https://t.freetv.fun/live/kino-18-plus.m3u8
C+频道[地理封锁], rtmp://vkvsd182.okcdn.ru/playback/9942884887405?stkn=9VVfByDOizlWlr_rfoRi8TpelV04alIYQ_0Jk3cI_HojytXGIOqVjegIFH3lVi14ozMs9MWxBP0&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1
C+频道,https://t.freetv.fun/live/enisei-plus-4-1.m3u8
KIX[HK],https://t.freetv.fun/live/kix-a.m3u8
RTHK31,https://t.freetv.fun/live/rthk31.php
RTHK31,https://t.freetv.fun/live/rthk31-sg.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus-1.php
TVB Plus,https://t.freetv.fun/live/tvb-plus-2.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus-4.m3u8
TVB Plus,https://t.freetv.fun/live/etv-plus-1.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-1.php
ViuTV HD,https://t.freetv.fun/live/viutv-5.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-ying.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-sg.m3u8
ViuTVsix,https://t.freetv.fun/live/viutvsix-2.m3u8
星空卫视[地理封锁],https://t.freetv.fun/live/xing-kong-wei-shi.m3u8
星空卫视,https://t.freetv.fun/live/xing-kong-wei-shi-1.m3u8
星空卫视,https://t.freetv.fun/live/star-chinese-a.m3u8
综合，#类型#
翡翠台,https://t.freetv.fun/live/fei-cui-6.php
翡翠台,https://t.freetv.fun/live/fei-cui.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-1.php
翡翠台,https://t.freetv.fun/live/fei-cui-2.php
翡翠台,https://t.freetv.fun/live/fei-cui-7.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-8.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-10.m3u8
翡翠台(备用),https://t.freetv.fun/live/fei-cui-tai-2.m3u8
凤凰卫视中文,https://t.freetv.fun/live/feng-huang-zhong-wen.m3u8
凤凰卫视中文[geo-blocked],https://t.freetv.fun/live/feng-huang-zhong-wen-7.php
凤凰卫视中文,https://t.freetv.fun/live/feng-huang-zhong-wen-sg.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang-2.php
凤凰香港[地理封锁],https://t.freetv.fun/live/feng-huang-xiang-gang-6.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang-sg.m3u8
儿童，#类型#
Animax(HK),https://t.freetv.fun/live/animax-2.m3u8
知识，#类型#
探索儿童频道[地区限制],https://t.freetv.fun/live/discovery-kids.m3u8
电影，#类型#
电影 电影,https://t.freetv.fun/live/mytime-movie-network-2.m3u8
电影 电影,https://t.freetv.fun/live/paramount-movie-channel.m3u8
电影 电影,https://t.freetv.fun/live/paramount-movie-channel-1.m3u8
电影 电影,https://t.freetv.fun/live/mytime-movie-network-3.m3u8
电影 电影,https://t.freetv.fun/live/mytime-movie-network-4.m3u8
电影 电影,https://t.freetv.fun/live/artflix-movie-classics.m3u8
电影 电影,https://t.freetv.fun/live/movie-music.m3u8
电影 电影,https://t.freetv.fun/live/maha-movie.m3u8
电影 电影,https://t.freetv.fun/live/harbin-movie-channel.m3u8
Popc[地区限制],https://t.freetv.fun/live/popc.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-1.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-2.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-4.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-5.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-6.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-7.m3u8
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he.php
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he-1.m3u8
TVB华剧,https://t.freetv.fun/live/tvb-fei-cui-tai-sg.m3u8
明珠台(备),https://t.freetv.fun/live/ming-zhu.php
明珠台(备),https://t.freetv.fun/live/ming-zhu-5.php
明珠台(备用),https://t.freetv.fun/live/ming-zhu-1.m3u8
明珠台(备用),https://t.freetv.fun/live/ming-zhu-2.m3u8
明珠台(备用),https://t.freetv.fun/live/ming-zhu-3.m3u8
凤凰电影,https://t.freetv.fun/live/feng-huang-dian-ying.m3u8
新闻，#类型#
CCTV1(RTHK33)[地理封锁],https://t.freetv.fun/live/cctv1-3.php
CCTV1(RTHK33),https://t.freetv.fun/live/cctv1-4.php
CCTV1(RTHK33)[地理封锁],https://t.freetv.fun/live/cctv1-8.m3u8
CCTV1(RTHK33),https://t.freetv.fun/live/cctv1-9.m3u8
CCTV1(RTHK33),https://t.freetv.fun/live/cctv-1hd.m3u8
CCTV1(RTHK33)[地理封锁],https://t.freetv.fun/live/cctv1zong-he-3.php
HOY 电视[地区限制],https://t.freetv.fun/live/hoy-tv.php
HOY 电视,https://t.freetv.fun/live/hoy-77-sg.m3u8
RTHK32,https://t.freetv.fun/live/rthk32-sg.m3u8
无线新闻台,https://t.freetv.fun/live/wu-xian-xin-wen-3.m3u8
环球电视台,https://t.freetv.fun/live/huan-qiu-dian-shi.m3u8
凤凰资讯HD,https://t.freetv.fun/live/feng-huang-zi-xun-1.php
凤凰资讯HD[地理封锁],https://t.freetv.fun/live/feng-huang-zi-xun-2.php
凤凰资讯HD[地理封锁],https://t.freetv.fun/live/feng-huang-zi-xun-6.php
其它，#类型#
snaap!,https://t.freetv.fun/live/snap.m3u8
星空卫视国际频道[地理封锁],https://t.freetv.fun/live/xing-kong-guo-ji.m3u8
甄子丹影视,https://t.freetv.fun/live/zhen-zi-dan-dian-ying-1.php
运动，#类型#
现在体育 641,https://t.freetv.fun/live/now.m3u8
现在体育 641,https://t.freetv.fun/live/now-1.m3u8
现在体育 641,https://t.freetv.fun/live/now-3.m3u8
体育加1,https://t.freetv.fun/live/ch-ng-sky-sports-plus.m3u8

澳视综艺,https://t.freetv.fun/live/ao-shi-zong-yi-1.m3u8
澳视葡文,https://t.freetv.fun/live/ao-shi-pu-wen.m3u8
澳视葡文,https://t.freetv.fun/live/ch-ng-ao-shi-pu-wen.m3u8
澳門MACAU,https://t.freetv.fun/live/ao-men-macau-1.m3u8
通用，#类型#
澳視澳門,https://t.freetv.fun/live/ao-shi-ao-men-5.m3u8
澳視澳門,https://t.freetv.fun/live/ch-ng-ao-shi-ao-men.m3u8
澳門蓮花,https://t.freetv.fun/live/ao-men-lian-hua.m3u8
新闻，#类型#
澳視資訊,https://t.freetv.fun/live/ao-shi-zi-xun.m3u8
澳視資訊,https://t.freetv.fun/live/ch-ng-ao-shi-zi-xun.m3u8
体育，#类型#
澳視體育[地理封锁],https://t.freetv.fun/live/ao-shi-ti-yu-1.m3u8
澳视体育,https://t.freetv.fun/live/ch-ng-ao-shi-ti-yu.m3u8

C+频道,https://t.freetv.fun/live/icc-plus.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/c-plus.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/xiang-gang-c-plus.m3u8
C+频道,https://t.freetv.fun/live/viju-plus-megahit-1.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/fifa-plus-united-states.m3u8
C+频道[地区限制],https://t.freetv.fun/live/fifa-plus-women.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/society-plus.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/fifa-plus-portuguese.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-hudson-valley.m3u8
C+频道[地区封锁],https://t.freetv.fun/live/news12-plus-new-york.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-new-jersey.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-long-island.m3u8
C+频道[地理封锁],https://t.freetv.fun/live/news12-plus-connecticut.m3u8
C+频道,https://t.freetv.fun/live/illiuzion-plus-3.m3u8
C+频道,https://t.freetv.fun/live/illiuzion-plus-4.m3u8
C+频道,https://t.freetv.fun/live/walla-plus-vvalh-hdshvt.m3u8
C+频道[地理封锁], rtmp://vkvsd21.okcdn.ru/playback/9707377929063?stkn=DFG1rqI3FgXeZ_htnEwsbN6VQTD1f94i2q76f9zRxAS8Cfi2DmoeIt6qPK7S1qCXEQaRA_Cy79E&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1
C+频道,https://t.freetv.fun/live/kino-18-plus.m3u8
C+频道[地理封锁], rtmp://vkvsd182.okcdn.ru/playback/9942884887405?stkn=9VVfByDOizlWlr_rfoRi8TpelV04alIYQ_0Jk3cI_HojytXGIOqVjegIFH3lVi14ozMs9MWxBP0&uid=0&sp=uid,sp&sig=vlibqm4nyu&fromCache=1
C+频道,https://t.freetv.fun/live/enisei-plus-4-1.m3u8
KIX[HK],https://t.freetv.fun/live/kix-a.m3u8
RTHK31,https://t.freetv.fun/live/rthk31.php
RTHK31,https://t.freetv.fun/live/rthk31-sg.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus-1.php
TVB Plus,https://t.freetv.fun/live/tvb-plus-2.m3u8
TVB Plus,https://t.freetv.fun/live/tvb-plus-4.m3u8
TVB Plus,https://t.freetv.fun/live/etv-plus-1.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-1.php
ViuTV HD,https://t.freetv.fun/live/viutv-5.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-ying.m3u8
ViuTV HD,https://t.freetv.fun/live/viutv-sg.m3u8
ViuTVsix,https://t.freetv.fun/live/viutvsix-2.m3u8
星空卫视[地理封锁],https://t.freetv.fun/live/xing-kong-wei-shi.m3u8
星空卫视,https://t.freetv.fun/live/xing-kong-wei-shi-1.m3u8
星空卫视,https://t.freetv.fun/live/star-chinese-a.m3u8
综合，#类型#
翡翠台,https://t.freetv.fun/live/fei-cui-6.php
翡翠台,https://t.freetv.fun/live/fei-cui.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-1.php
翡翠台,https://t.freetv.fun/live/fei-cui-2.php
翡翠台,https://t.freetv.fun/live/fei-cui-7.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-8.m3u8
翡翠台,https://t.freetv.fun/live/fei-cui-10.m3u8
翡翠台(备用),https://t.freetv.fun/live/fei-cui-tai-2.m3u8
凤凰卫视中文,https://t.freetv.fun/live/feng-huang-zhong-wen.m3u8
凤凰卫视中文[geo-blocked],https://t.freetv.fun/live/feng-huang-zhong-wen-7.php
凤凰卫视中文,https://t.freetv.fun/live/feng-huang-zhong-wen-sg.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang-2.php
凤凰香港[地理封锁],https://t.freetv.fun/live/feng-huang-xiang-gang-6.m3u8
凤凰香港,https://t.freetv.fun/live/feng-huang-xiang-gang-sg.m3u8
儿童，#类型#
Animax(HK),https://t.freetv.fun/live/animax-2.m3u8
知识，#类型#
探索儿童频道[地区限制],https://t.freetv.fun/live/discovery-kids.m3u8
电影，#类型#
电影 电影,https://t.freetv.fun/live/mytime-movie-network-2.m3u8
电影 电影,https://t.freetv.fun/live/paramount-movie-channel.m3u8
电影 电影,https://t.freetv.fun/live/paramount-movie-channel-1.m3u8
电影 电影,https://t.freetv.fun/live/mytime-movie-network-3.m3u8
电影 电影,https://t.freetv.fun/live/mytime-movie-network-4.m3u8
电影 电影,https://t.freetv.fun/live/artflix-movie-classics.m3u8
电影 电影,https://t.freetv.fun/live/movie-music.m3u8
电影 电影,https://t.freetv.fun/live/maha-movie.m3u8
电影 电影,https://t.freetv.fun/live/harbin-movie-channel.m3u8
Popc[地区限制],https://t.freetv.fun/live/popc.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-1.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-2.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-4.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-5.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-6.m3u8
TVB亞洲劇,https://t.freetv.fun/live/tvbsya-zhou-7.m3u8
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he.php
TVB星河(粤),https://t.freetv.fun/live/tvbxing-he-1.m3u8
